"C Sqrt Decomposition",("S Data Structure"),0.98
"C Sqrt Decomposition",("S Divide and Conquer"),0.89
"C Sqrt Decomposition",("S Maximal"),0.56
"C Sqrt Decomposition",("S Minimal";"S Maximal";"S Array";"S Divide and Conquer";"S Data Structure"),0.07
"C Sqrt Decomposition",("S Minimal"),0.35
"C Sqrt Decomposition",(NOT "S Graph"),0.86
"C Stars and Bars",("S Binomial Coefficients"),0.09
"C Stars and Bars",("S Combinatory";"S Binomial Coefficients";"S Modular Operations";"S Factorial"),0.1
"C Stars and Bars",("S Combinatory"),0.56
"C Stars and Bars",("S Factorial"),0.82
"C Stars and Bars",("S Modular Operations"),0.25
"C Stars and Bars",(NOT "S Kirchhoff Theorem"),0.28
"C Strongly Connected Components",("S Acyclic Graph"),0.08
"C Strongly Connected Components",("S Breadth First Search"),0.88
"C Strongly Connected Components",("S Depth First Search"),0.11
"C Strongly Connected Components",("S Directed Graph"),0.68
"C Strongly Connected Components",("S Graph";"S Directed Graph";"S Subset";"S Acyclic Graph";"S Depth First Search";"S Breadth First Search"),0.01
"C Strongly Connected Components",("S Graph"),0.61
"C Strongly Connected Components",("S Subset"),0.25
"C Strongly Connected Components",(NOT "S Line Equation"),0.56
"C Suffix Array",("S Array";"S String Matching";"S Modular Operations";"S String Comparing";"S Longest Common Prefix"),0.04
"C Suffix Array",("S Array"),0.66
"C Suffix Array",("S Longest Common Prefix"),0.06
"C Suffix Array",("S Modular Operations"),0.62
"C Suffix Array",("S String Comparing"),0.24
"C Suffix Array",("S String Matching"),0.85
"C Suffix Array",(NOT "S Stars and Bars"),0.12
"C Suffix Automaton",("S Automaton"),0.19
"C Suffix Automaton",("S Graph"),0.38
"C Suffix Automaton",("S Largest Common Substring"),0.09
"C Suffix Automaton",("S Longest Common Substring"),0.1
"C Suffix Automaton",("S Pattern Matching"),0.25
"C Suffix Automaton",("S String Comparing";"S Pattern Matching";"S Automaton";"S Graph";"S Longest Common Substring";"S Largest Common Substring"),0.1
"C Suffix Automaton",("S String Comparing"),0.04
"C Suffix Automaton",(NOT "S Nim"),0.77
"C Suffix Tree",("S Graph"),0.64
"C Suffix Tree",("S Pattern Matching"),0.73
"C Suffix Tree",("S String Comparing"),0.25
"C Suffix Tree",("S Tree";"S Graph";"S String Comparing";"S Pattern Matching"),0.08
"C Suffix Tree",("S Tree"),0.46
"C Suffix Tree",(NOT "S Dijkstra"),0.79
"C Ternary Search",("S Binary Search";"S Maximum Value";"S Minimal Cost"),0.05
"C Ternary Search",("S Binary Search"),0.86
"C Ternary Search",("S Maximum Value"),0.49
"C Ternary Search",("S Minimal Cost"),0.54
"C Ternary Search",(NOT "S Heavy-Light Decomposition"),0.15
"C Topological Sorting",("S Acyclic Graph"),0.04
"C Topological Sorting",("S Depth First Search"),0.42
"C Topological Sorting",("S Directed Graph"),0.4
"C Topological Sorting",("S Graph";"S Directed Graph";"S Permutation";"S Depth First Search";"S Acyclic Graph"),0.02
"C Topological Sorting",("S Graph"),0.72
"C Topological Sorting",("S Permutation"),0.13
"C Topological Sorting",(NOT "S Divide and Conquer"),0.12
"C Voronoi Diagram",("S Convex Hull Trick"),0.4
"C Voronoi Diagram",("S Deulanay Triangulation"),0.45
"C Voronoi Diagram",("S Divide and Conquer"),0.99
"C Voronoi Diagram",("S Geometry";"S Polygons";"S Deulanay Triangulation";"S Convex Hull Trick";"S Divide and Conquer"),0.06
"C Voronoi Diagram",("S Geometry"),0.53
"C Voronoi Diagram",("S Polygons"),0.27
"C Voronoi Diagram",(NOT "S Z-Function"),0.44
"C Z-Function",("S Array"),0.98
"C Z-Function",("S Pattern Matching"),0.41
"C Z-Function",("S String Comparing";"S Pattern Matching";"S String Searching";"S Array"),0.07
"C Z-Function",("S String Comparing"),0.78
"C Z-Function",("S String Searching"),0.5
"C Z-Function",(NOT "S Voronoi Diagram"),0.57
